"","user_id","product_id","categoryId","behavior_type","create_time"
"119",100,1046201,3002561,"buy",1511767298
"120",100,2434962,3897386,"pv",1511768604
"121",100,3245421,2881542,"pv",1511771412
"122",100,2434962,3897386,"pv",1511773049
"123",100,3629289,2881542,"pv",1511774038
"124",100,4075065,2881542,"pv",1511774179
"125",100,1606258,4098232,"buy",1511789940
"126",100,4840649,1029459,"buy",1511790130
"127",100,2574432,4896062,"pv",1511790389
"128",100,251391,3738615,"buy",1511790782
"129",100,510936,1575622,"pv",1511790915
"130",100,251391,3738615,"pv",1511790928
"131",100,4840649,1029459,"pv",1511790973
"132",100,3245421,2881542,"pv",1511823877
"133",100,4075065,2881542,"pv",1511823917
"134",100,251391,3738615,"pv",1511824489
"135",100,1606258,4098232,"pv",1511824712
"136",100,4075065,2881542,"buy",1511833877
"137",100,4840649,1029459,"pv",1511868574
"138",100,251391,3738615,"pv",1511868672
"139",100,4075065,2881542,"pv",1511868722
"140",100,1606258,4098232,"pv",1511868772
"141",100,1046201,3002561,"pv",1511868784
"142",100,251391,3738615,"pv",1511929658
"143",100,4840649,1029459,"pv",1511929671
"144",100,1606258,4098232,"pv",1511929678
"145",100,137999,4640311,"pv",1512123219
"146",100,1203280,4640311,"pv",1512123340
"147",100,2322855,3299155,"pv",1512137970
"148",100,4140845,2096639,"pv",1512173626
"149",100,3656511,3312150,"pv",1512177480
"150",100,2772937,3114694,"pv",1512192261
"151",100,2859169,2096639,"pv",1512201298
"152",100,1212558,2188684,"pv",1512303987
"153",1000,1385281,2352202,"pv",1511541853
"154",1000,5120034,1051370,"cart",1511542034
"155",1000,1953489,238434,"pv",1511543045
"156",1000,408860,551706,"pv",1511543246
"157",1000,4590199,4338287,"pv",1511543742
"158",1000,1976168,4338287,"pv",1511543773
"159",1000,4590199,4338287,"pv",1511543777
"160",1000,3722942,1051370,"pv",1511570091
"161",1000,3059682,2440115,"pv",1511571595
"162",1000,4774231,1312642,"pv",1511571599
"163",1000,2599546,3995452,"fav",1511571647
"164",1000,1501998,4382196,"pv",1511656892
"165",1000,2593031,1029459,"pv",1511657118
"166",1000,1797452,3624696,"fav",1511657192
"167",1000,3869395,1349561,"pv",1511657410
"168",1000,3302343,2342116,"pv",1511657664
"169",1000,5120034,1051370,"pv",1511744280
"170",1000,1186274,2939262,"fav",1511744330
"171",1000,4417931,4558987,"pv",1511744491
"172",1000,4769300,2430608,"pv",1511745166
"173",1000,2956844,2419959,"fav",1511865506
"174",1000,544269,2419959,"pv",1511865555
"175",1000,2956844,2419959,"pv",1511865567
"176",1000,4402665,1789614,"pv",1511865925
"177",1000,3011372,1349561,"pv",1511865958
"178",1000,4487355,1653613,"fav",1511866709
"179",1000,4185482,1653613,"pv",1511874610
"180",1000,2594546,1851156,"pv",1511932926
"181",1000,3255674,2440115,"pv",1511933559
"182",1000,2153891,1051370,"pv",1511935123
"183",1000,1925478,171529,"pv",1511944345
"184",1000,4793529,238434,"pv",1511967232
"185",1000,4827739,1051370,"fav",1511972085
"186",1000,843246,1879194,"cart",1511972134
"187",1000,848341,5071267,"pv",1511972325
"188",1000,203347,1851156,"pv",1511974144
"189",1000,4950759,411153,"pv",1512039862
"190",1000,2033067,3579754,"pv",1512040022
"191",1000,1822774,3579754,"pv",1512040382
"192",1000,543879,3579754,"pv",1512040450
"193",1000,462579,3579754,"pv",1512040470
"194",1000,1822774,3579754,"pv",1512040518
"195",1000,4720367,3579754,"pv",1512041216
"196",1000,1520357,3579754,"pv",1512041447
"197",1000,1373387,1202097,"pv",1512041462
"198",1000,1109842,3579754,"pv",1512041625
"199",1000,2196555,2430608,"pv",1512042012
"200",1000,4240134,2939262,"pv",1512042734
"201",1000,1907674,1851156,"pv",1512042775
"202",1000,1922292,4993094,"fav",1512042934
"203",1000,2033067,3579754,"pv",1512043285
"204",1000,4778761,2982027,"pv",1512043597
"205",1000,2663756,1299190,"pv",1512043850
"206",1000,4064135,1299190,"fav",1512043880
"207",1000,2663756,1299190,"pv",1512043956
"208",1000,620939,2352202,"pv",1512043971
"209",1000,2339773,1851156,"pv",1512044079
"210",1000,4444531,1851156,"pv",1512044242
"211",1000,694225,807138,"pv",1512044563
"212",1000,4599135,245312,"pv",1512228047
"213",1000,3532002,1299190,"pv",1512228210
"214",1000,3872382,1879194,"fav",1512228264
"215",1000,2412328,1879194,"pv",1512228361
"216",1000,3532002,1299190,"pv",1512228449
"217",1000,3877041,5053508,"pv",1512228777
"218",1000,308742,1864538,"pv",1512229535
"219",1000,3214150,5071267,"pv",1512229711
"220",1000,2340930,1051370,"fav",1512229780
"221",1000,1409153,5071267,"pv",1512229806
"222",1000,2340930,1051370,"pv",1512230614
"223",1000,1585986,1299190,"pv",1512230625
"224",1000,3259125,1851156,"fav",1512230930
"225",1000,3595165,1879194,"pv",1512261579
"226",1000,3899295,1879194,"pv",1512261591
"227",1000,2757984,1879194,"pv",1512261604
"228",1000,4236281,1879194,"pv",1512261632
"229",1000,3595165,1879194,"pv",1512261670
"230",1000,1064699,337243,"pv",1512262246
"231",1000,3172476,5071267,"fav",1512262537
"232",1000,1420706,2322253,"pv",1512263754
"233",1000,3507039,2086128,"pv",1512263887
"234",1000001,1649625,4145813,"pv",1511800929
"235",1000001,250452,4145813,"pv",1511802582
"236",1000001,1649625,4145813,"pv",1511802711
"237",1000001,3093290,4145813,"pv",1511837788
"238",1000001,4343896,4756105,"pv",1511881700
"239",1000001,3132168,154040,"pv",1511881851
"240",1000001,1582853,4173315,"pv",1511881921
"241",1000001,4567929,154040,"pv",1511881980
"242",1000001,2895228,154040,"pv",1511882067
"243",1000001,823063,154040,"pv",1511882139
"244",1000001,2999487,1973012,"pv",1511924532
"245",1000001,1339050,4145813,"pv",1511964945
"246",1000001,4636765,3004853,"pv",1511965566
"247",1000001,2428634,3004853,"pv",1511965748
"248",1000001,4636765,3004853,"pv",1511965786
"249",1000001,1112446,3004853,"pv",1511965811
"250",1000001,1678636,154040,"pv",1511966514
"251",1000001,1546182,154040,"pv",1511966625
"252",1000001,4636765,3004853,"pv",1512018256
"253",1000001,2527684,3004853,"pv",1512018272
"254",1000001,1649625,4145813,"pv",1512051293
"255",1000001,1542066,2926020,"pv",1512052936
"256",1000001,1649625,4145813,"pv",1512117398
"257",1000001,1542066,2926020,"pv",1512137168
"258",1000001,1649625,4145813,"pv",1512209815
"259",1000001,778160,4145813,"pv",1512209978
"260",1000001,4088463,174239,"pv",1512261643
"261",1000001,4418456,174239,"pv",1512262033
"262",1000001,4340362,174239,"pv",1512262071
"263",1000001,1554801,2926020,"pv",1512263339
"264",1000001,5081961,634390,"pv",1512263483
"265",1000001,4210726,2926020,"pv",1512263670
"266",1000001,4088463,174239,"buy",1512264173
"267",1000001,5095065,1216617,"pv",1512264337
"268",1000001,584577,1836480,"pv",1512265168
"269",1000004,2156592,3607361,"pv",1511539241
"270",1000004,1591982,672001,"pv",1511539333
"271",1000004,3854178,4181361,"pv",1511571789
"272",1000004,3999536,4756105,"cart",1511571820
"273",1000004,4426549,672001,"pv",1511571838
"274",1000004,1591982,672001,"pv",1511571841
"275",1000004,864562,4261392,"pv",1511624303
"276",1000004,2980887,3607361,"cart",1511669671
"277",1000004,4324270,3607361,"pv",1511669729
"278",1000004,2942146,3381933,"pv",1511669739
"279",1000004,4839543,982926,"pv",1511669751
"280",1000004,1133834,982926,"pv",1511669775
"281",1000004,4839543,982926,"pv",1511669784
"282",1000004,59883,4818107,"pv",1511669796
"283",1000004,4317893,1117956,"pv",1511669818
"284",1000004,950087,982926,"pv",1511669828
"285",1000004,4093990,3607361,"pv",1511672939
"286",1000004,522765,3607361,"pv",1511672951
"287",1000004,4763968,2355072,"pv",1511672973
"288",1000004,4093990,3607361,"pv",1511672981
"289",1000004,955594,1320293,"pv",1511703217
"290",1000004,2473596,4756105,"pv",1511703252
"291",1000004,2998425,1080785,"pv",1511703261
"292",1000004,1226070,1080785,"pv",1511703277
"293",1000004,2053091,1080785,"pv",1511703391
"294",1000004,4763968,2355072,"pv",1511703434
"295",1000004,1956224,4801426,"pv",1511703443
"296",1000004,40945,4756105,"pv",1511703467
"297",1000004,4192217,3607361,"pv",1511703639
"298",1000004,4823342,4173315,"pv",1511703672
"299",1000004,105055,1080785,"pv",1511704082
"300",1000004,162597,2355072,"pv",1511704152
"301",1000004,5028560,4173315,"pv",1511704161
"302",1000004,2526169,2355072,"pv",1511704173
"303",1000004,925404,3002561,"pv",1511704194
"304",1000004,1591982,672001,"pv",1511707145
"305",1000004,3693424,672001,"pv",1511707152
"306",1000004,3999536,4756105,"pv",1511712361
"307",1000004,1839512,1320293,"pv",1511785444
"308",1000004,4686539,149192,"pv",1511785453
"309",1000004,1839512,1320293,"pv",1511785456
"310",1000004,2765156,4112095,"pv",1511965009
"311",1000004,522765,3607361,"pv",1511966013
"312",1000004,2980887,3607361,"pv",1511966037
"313",1000004,1228106,4801426,"pv",1511966082
"314",1000004,4324270,3607361,"pv",1511966092
"315",1000004,5125742,3607361,"pv",1511966096
"316",1000004,571666,4756105,"pv",1511966112
"317",1000004,1975544,2355072,"pv",1511966126
"318",1000004,4324270,3607361,"pv",1511966135
"319",1000004,1757180,3607361,"pv",1511966181
"320",1000004,899145,3607361,"pv",1511966192
"321",1000004,2111992,1080785,"pv",1511966212
"322",1000004,1317750,1080785,"cart",1511966265
"323",1000004,4457235,1080785,"pv",1511966306
"324",1000004,1317750,1080785,"pv",1511966317
"325",1000004,1080797,3607361,"pv",1511966390
"326",1000004,479737,2355072,"pv",1511966417
"327",1000004,1863103,2355072,"pv",1511966424
"328",1000004,4363399,2355072,"pv",1511966491
"329",1000004,3417098,2355072,"pv",1511966504
"330",1000004,1757180,3607361,"pv",1511966528
"331",1000004,3235373,2355072,"pv",1511966582
"332",1000004,955501,149192,"pv",1511966621
"333",1000004,996928,2520377,"pv",1511966627
"334",1000004,4322536,4801426,"pv",1511966636
"335",1000004,955501,149192,"pv",1511966656
"336",1000004,3525158,737184,"pv",1511966667
"337",1000004,4823342,4173315,"pv",1511966674
"338",1000004,3525158,737184,"pv",1511966686
"339",1000004,955594,1320293,"pv",1511966711
"340",1000004,2187324,149192,"pv",1511966731
"341",1000004,2072281,1320293,"pv",1511966748
"342",1000004,2187324,149192,"pv",1511966765
"343",1000004,1317750,1080785,"pv",1511966797
"344",1000004,40945,4756105,"pv",1511966884
"345",1000004,3999536,4756105,"pv",1511966891
"346",1000004,4948650,982926,"pv",1511967014
"347",1000004,2750431,149192,"pv",1511967048
"348",1000004,3950842,4756105,"pv",1511967069
"349",1000004,1047994,2355072,"pv",1511967078
"350",1000004,2086446,1080785,"pv",1511967088
"351",1000004,2053091,1080785,"pv",1511967125
"352",1000004,155433,1320293,"pv",1511967143
"353",1000004,3404302,4756105,"pv",1511967227
"354",1000004,2104182,3459125,"pv",1511967326
"355",1000004,372559,4462359,"pv",1511967411
"356",1000004,2623735,2806049,"pv",1511967459
"357",1000004,5150592,672001,"pv",1511967532
"358",1000004,1591982,672001,"pv",1511967538
"359",1000004,1709587,672001,"pv",1511967609
"360",1000004,1928635,4181361,"pv",1511967787
"361",1000004,5064213,2355072,"pv",1511967853
"362",1000004,797408,672001,"pv",1511967979
"363",1000004,1317750,1080785,"pv",1512057756
"364",1000004,5098344,3607361,"pv",1512057851
"365",1000004,3600228,3607361,"pv",1512057971
"366",1000004,2053091,1080785,"pv",1512058072
"367",1000004,3854178,4181361,"pv",1512058227
"368",1000004,1093023,4756105,"pv",1512058507
"369",1000004,1317750,1080785,"pv",1512104079
"370",1000004,342576,1080785,"pv",1512175255
"371",1000004,755883,2355072,"pv",1512175299
"372",1000004,1848924,2355072,"pv",1512175311
"373",1000004,2003884,1320293,"pv",1512175328
"374",1000004,3130844,1379146,"pv",1512175502
"375",1000004,3704153,3607361,"pv",1512175602
"376",1000004,3894780,3607361,"pv",1512175645
"377",1000004,4445384,1080785,"pv",1512175652
"378",1000004,1994706,1080785,"pv",1512175732
"379",1000004,4468378,3645362,"pv",1512175853
"380",1000004,1508681,4181361,"pv",1512175921
"381",1000004,2649069,3002561,"pv",1512176019
"382",1000004,1249526,3002561,"pv",1512176031
"383",1000004,3499937,3607361,"pv",1512222036
"384",1000004,1009181,3002561,"pv",1512222043
"385",1000004,2980887,3607361,"pv",1512222060
"386",1000004,2530508,3607361,"pv",1512222070
"387",1000004,2050919,2355072,"pv",1512222079
"388",1000004,1734054,2939262,"pv",1512222127
"389",1000004,4802868,2355072,"pv",1512222152
"390",1000004,479737,2355072,"pv",1512222308
"391",1000004,1913554,737184,"pv",1512222400
"392",1000004,5134190,3607361,"pv",1512274968
"393",1000004,1080797,3607361,"pv",1512274980
"394",1000004,1263902,3607361,"pv",1512274992
"395",1000004,1317750,1080785,"pv",1512286602
"396",1000004,4457235,1080785,"pv",1512286615
"397",1000004,1317750,1080785,"pv",1512286623
"398",1000011,3991727,3108044,"buy",1511572004
"399",1000011,1882842,590997,"pv",1511572034
"400",1000011,387414,590997,"pv",1511572077
"401",1000011,1345921,2578647,"pv",1511572164
"402",1000011,3450365,4339722,"pv",1511574950
"403",1000011,4683193,2578647,"pv",1511575080
"404",1000011,3993081,4827537,"pv",1511576866
"405",1000011,1345921,2578647,"pv",1511578737
"406",1000011,1386216,2578647,"pv",1511581182
"407",1000011,1345921,2578647,"pv",1511581197
"408",1000011,106742,4339722,"pv",1511581221
"409",1000011,1345921,2578647,"pv",1511581226
"410",1000011,106154,4339722,"pv",1511581267
"411",1000011,1345921,2578647,"pv",1511581270
"412",1000011,3968124,2578647,"pv",1511581318
"413",1000011,4023750,4339722,"pv",1511581403
"414",1000011,3901073,4339722,"pv",1511581419
"415",1000011,106742,4339722,"pv",1511581582
"416",1000011,841993,3108044,"pv",1511581707
"417",1000011,106742,4339722,"fav",1511582771
"418",1000011,1345921,2578647,"pv",1511582982
"419",1000011,106742,4339722,"pv",1511587279
"420",1000011,3991727,3108044,"pv",1511589106
"421",1000011,4712342,359388,"pv",1511589336
"422",1000011,4320095,1397912,"pv",1511589478
"423",1000011,3738566,1792277,"pv",1511589484
"424",1000011,3993081,4827537,"pv",1511597648
"425",1000011,387414,590997,"fav",1511603057
"426",1000011,1686875,590997,"pv",1511603076
"427",1000011,404297,2578647,"pv",1511603167
"428",1000011,387414,590997,"pv",1511603205
"429",1000011,404297,2578647,"fav",1511603262
"430",1000011,387414,590997,"pv",1511603264
"431",1000011,3581811,590997,"pv",1511603267
"432",1000011,106742,4339722,"pv",1511603281
"433",1000011,404297,2578647,"pv",1511603336
"434",1000011,106742,4339722,"pv",1511603725
"435",1000011,404297,2578647,"pv",1511603752
"436",1000011,106742,4339722,"pv",1511603878
"437",1000011,404297,2578647,"buy",1511603941
"438",1000011,4802280,4827537,"pv",1511603988
"439",1000011,1705898,4827537,"pv",1511604021
"440",1000011,3993081,4827537,"pv",1511604034
"441",1000011,404297,2578647,"pv",1511652741
"442",1000011,2063292,1595193,"pv",1511652790
"443",1000011,3993081,4827537,"pv",1511655595
"444",1000011,1686875,590997,"pv",1511660922
"445",1000011,3531412,590997,"pv",1511660973
"446",1000011,293346,1595193,"pv",1511661025
"447",1000011,3993081,4827537,"pv",1511663367
"448",1000011,1705898,4827537,"pv",1511663382
"449",1000011,404297,2578647,"pv",1511668803
"450",1000011,2269790,2096639,"pv",1511679182
"451",1000011,730324,2096639,"pv",1511679244
"452",1000011,1866283,2096639,"pv",1511679276
"453",1000011,3978773,2096639,"pv",1511679301
"454",1000011,237076,1516409,"pv",1511683652
"455",1000011,293346,1595193,"pv",1511683833
"456",1000011,3991727,3108044,"pv",1511683928
"457",1000011,404297,2578647,"pv",1511685053
"458",1000011,106742,4339722,"pv",1511685101
"459",1000011,404297,2578647,"pv",1511685125
"460",1000011,293346,1595193,"pv",1511699314
"461",1000011,4802280,4827537,"pv",1511740383
"462",1000011,404297,2578647,"pv",1511772680
"463",1000011,1562898,154040,"pv",1511772760
"464",1000011,514051,154040,"pv",1511772768
"465",1000011,1684440,2735466,"pv",1511778467
"466",1000011,1891373,2735466,"pv",1511778477
"467",1000011,751298,2735466,"pv",1511778501
"468",1000011,4503852,2735466,"pv",1511778505
"469",1000011,2531901,2735466,"pv",1511778511
"470",1000011,404297,2578647,"pv",1511842762
"471",1000011,2237806,154040,"pv",1511842776
"472",1000011,106742,4339722,"pv",1511853113
"473",1000011,404297,2578647,"pv",1511853621
"474",1000011,106742,4339722,"pv",1511855129
"475",1000011,2740307,886203,"pv",1511859303
"476",1000011,1624701,3909718,"pv",1511859316
"477",1000011,1461565,886203,"pv",1511859326
"478",1000011,3844964,886203,"pv",1511859342
"479",1000011,2114287,886203,"pv",1511859393
"480",1000011,3048034,886203,"pv",1511859400
"481",1000011,3358820,886203,"pv",1511859426
"482",1000011,404297,2578647,"pv",1511924494
"483",1000011,453400,4756105,"pv",1511948184
"484",1000011,1812250,2355072,"pv",1511965465
"485",1000011,3735114,154040,"pv",1512104148
"486",1000011,2044407,2355072,"fav",1512104462
"487",1000011,84400,590997,"pv",1512104477
"488",1000011,4418560,4145813,"pv",1512104517
"489",1000011,1247347,2640118,"fav",1512104539
"490",1000011,1969563,4606718,"pv",1512104554
"491",1000011,4632023,4697972,"fav",1512220032
"492",1000011,4473980,2355072,"fav",1512267426
"493",1000011,4061696,982926,"pv",1512273286
"494",1000011,1706873,982926,"pv",1512273294
"495",1000011,3488746,982926,"pv",1512273308
"496",1000011,407610,982926,"pv",1512273357
"497",1000011,1132774,982926,"pv",1512273395
"498",1000011,931044,2355072,"fav",1512298194
"499",100002,5038146,4738961,"pv",1511610824
"500",100002,4402663,3611159,"pv",1511610854
"501",100002,2962064,4358294,"pv",1511610895
"502",100002,3323002,703487,"pv",1511611143
"503",100002,1388422,4708348,"pv",1511611173
"504",100002,3034883,523181,"pv",1511611377
"505",100002,1430817,344833,"pv",1511611596
"506",100002,5038146,4738961,"pv",1511611712
"507",100002,3425923,4993094,"pv",1511612685
"508",100002,5679,4993094,"pv",1511613078
"509",100002,1818697,4993094,"pv",1511613230
"510",100002,1822618,3844144,"pv",1511613566
"511",100002,1903110,2440115,"pv",1511613832
"512",100002,3313603,3496816,"pv",1511672423
"513",100002,4583352,1464116,"pv",1511672853
"514",100002,4334235,3561974,"pv",1511673823
"515",100002,3531454,4708262,"pv",1511673825
"516",100002,4334235,3561974,"pv",1511673826
"517",100002,1217377,3561974,"pv",1511673889
"518",100002,4334235,3561974,"pv",1511673898
"519",100002,5038146,4738961,"pv",1511704878
"520",100002,324802,2096639,"pv",1511705000
"521",100002,1309000,3680035,"pv",1511705135
"522",100002,332222,3680035,"pv",1511706771
"523",100002,3688473,4467019,"pv",1511706773
"524",100002,332222,3680035,"pv",1511706850
"525",100002,1585267,4806751,"pv",1511839570
"526",100002,1643256,4806751,"pv",1511839687
"527",100002,1585267,4806751,"pv",1511840025
"528",100002,2968522,4806751,"pv",1511846926
"529",100002,1585267,4806751,"pv",1511847012
"530",100002,2968522,4806751,"fav",1511847622
"531",100002,1585267,4806751,"pv",1511847624
"532",100002,2452885,4806751,"fav",1511854685
"533",100002,1585267,4806751,"pv",1511861332
"534",100002,2452885,4806751,"pv",1511861477
"535",100002,1585267,4806751,"pv",1511861485
"536",100002,2452885,4806751,"pv",1511861880
"537",100002,2968522,4806751,"pv",1511862934
"538",100002,2452885,4806751,"pv",1511864359
"539",100002,5159088,4806751,"pv",1511865232
"540",100002,2452885,4806751,"pv",1511866043
"541",100002,2500376,4159072,"pv",1511869129
"542",100002,2452885,4806751,"pv",1511869436
"543",100002,4417361,4806751,"pv",1511871727
"544",100002,2452885,4806751,"pv",1511872476
"545",100002,4928571,4806751,"fav",1511873602
"546",100002,2452885,4806751,"pv",1511873605
"547",100002,2953031,2885642,"pv",1511877273
"548",100002,2452885,4806751,"pv",1511877582
"549",100002,4417361,4806751,"pv",1511878327
"550",100002,2928801,1464116,"pv",1511936087
"551",100002,4046253,1464116,"fav",1511943971
"552",100002,3065876,772894,"pv",1511955270
"553",100002,2971911,2735466,"pv",1512002438
"554",100002,2667139,2735466,"pv",1512002584
"555",100002,2393145,772894,"pv",1512019015
"556",100002,2976687,772894,"fav",1512019800
"557",100002,2393145,772894,"pv",1512019819
"558",100002,3619456,1678374,"pv",1512026842
"559",100002,1372665,550660,"pv",1512026935
"560",100002,3710028,3673049,"pv",1512027316
"561",100002,2976687,772894,"pv",1512040766
"562",100002,3121556,772894,"pv",1512041275
"563",100002,2976687,772894,"buy",1512043690
"564",100002,4928571,4806751,"pv",1512046188
"565",100002,2976687,772894,"pv",1512047583
"566",100002,3068128,4806751,"pv",1512049127
"567",100002,2976687,772894,"pv",1512051436
"568",100002,305613,1678374,"pv",1512054529
"569",100002,437789,1988433,"pv",1512055033
"570",100002,4046253,1464116,"pv",1512055694
"571",100002,437789,1988433,"pv",1512088975
"572",100002,2826944,3561974,"pv",1512117623
"573",100002,2279428,2303546,"pv",1512118233
"574",100002,2667139,2735466,"pv",1512131957
"575",100002,3644430,4533189,"fav",1512132643
"576",100002,2472257,2493530,"pv",1512133129
"577",100002,3935544,4848899,"pv",1512211933
"578",100002,4564039,2070081,"pv",1512212004
"579",100002,2660418,411153,"pv",1512212875
"580",100002,2948973,2066340,"pv",1512213270
"581",100002,3532599,84264,"pv",1512271509
"582",100002,2657432,84264,"pv",1512271727
"583",100002,3532599,84264,"pv",1512272051
"584",100002,2332194,160181,"fav",1512290100
"585",100002,4046253,1464116,"pv",1512291287
"586",100002,2452885,4806751,"pv",1512291555
"587",100002,1177587,3439012,"pv",1512291706
"588",100002,3056094,1464116,"pv",1512293026
"589",100002,2928801,1464116,"pv",1512294688
"590",100002,3967184,1323466,"pv",1512314289
"591",1000027,946651,1884568,"pv",1511700566
"592",1000027,2070173,4217906,"cart",1511704378
"593",1000027,1934938,4718844,"buy",1511934933
"594",1000027,1688132,3548883,"pv",1512122847
"595",1000027,3713945,3548883,"pv",1512122977
"596",1000027,1688132,3548883,"pv",1512123017
"597",1000027,2327305,4532706,"cart",1512143886
"598",1000027,4302745,4532706,"pv",1512144057
"599",1000027,3662830,4263789,"cart",1512144190
"600",1000027,4302745,4532706,"cart",1512144221
"601",1000027,646869,3692903,"cart",1512144238
"602",1000027,4302745,4532706,"pv",1512144350
"603",1000027,2913671,4532706,"pv",1512144357
"604",1000027,1027890,4532706,"pv",1512144383
"605",1000027,2277034,3692903,"pv",1512144427
"606",1000027,1027890,4532706,"pv",1512144450
"607",1000027,4070233,4217906,"pv",1512144840
"608",1000027,1175547,2311290,"pv",1512203173
"609",1000027,3241094,3548883,"buy",1512314102
